id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link,,,
3684,07-01-2011,,,Mexico,MX,Veracruz-Llave,425148,Xalapa de Enríquez,1.27837,,19.5426,-96.9137,"(19.5426, -96.913700000000006)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Storm Arlene,,0,,http://edition.cnn.com/2011/WORLD/americas/07/04/mexico.arlene.deaths/,01-07-2011,2011,7
3719,07-03-2011,,,United States,US,Kentucky,15926,Burlington,3.77076,,38.9941,-84.7316,"(38.994100000000003, -84.7316)",Landslide,Landslide,Large,Downpour,,,0,,http://www.herald-dispatch.com/news/briefs/x1766047308/Cincinnati-wet-weather-means-costly-road-damage,03-07-2011,2011,7
3720,07-03-2011,,,United States,US,Ohio,1509,Batavia,1.91217,,39.0928,-84.1857,"(39.092799999999997, -84.185699999999997)",Landslide,Landslide,Large,Downpour,,,0,,http://www.herald-dispatch.com/news/briefs/x1766047308/Cincinnati-wet-weather-means-costly-road-damage,03-07-2011,2011,7
3721,07-03-2011,,,United States,US,Kentucky,15273,Newport,1.90865,,39.1031,-84.512,"(39.103099999999998, -84.512)",Landslide,Landslide,Large,Downpour,,,0,,http://www.herald-dispatch.com/news/briefs/x1766047308/Cincinnati-wet-weather-means-costly-road-damage,03-07-2011,2011,7
3722,07-03-2011,,SA,Venezuela,VE,Aragua,0,El Consejo,14.28266,,10.3606,-67.3097,"(10.3606, -67.309700000000007)",Landslide,Landslide,Medium,Rain,,,0,,http://www.laht.com/article.asp?ArticleId=406529&CategoryId=13303,03-07-2011,2011,7
3723,07-03-2011,,SA,Venezuela,VE,Falcón,0,Santo Domingo,19.81345,,8.6815,-70.7016,"(8.6814999999999998, -70.701599999999999)",Landslide,Landslide,Medium,Rain,,,0,,http://www.laht.com/article.asp?ArticleId=406529&CategoryId=13303,03-07-2011,2011,7
3728,07-04-2011,19:30:00,,United States,US,Pennsylvania,3165,Homestead,2.97852,,40.4248,-79.9369,"(40.424799999999998, -79.936899999999994)",Landslide,Landslide,Small,Rain,,,0,,http://www.post-gazette.com/pg/11188/1158820-53.stm,04-07-2011,2011,7
3729,07-04-2011,,,United States,US,Colorado,6658,Aspen,0.21641,,39.1904,-106.8152,"(39.190399999999997, -106.8152)",Landslide,Mudslide,Small,Rain,,,0,,http://www.therepublic.com/view/story/f1c04e2e0d4446dbaee3222e786bf014/CO--Ski-Run-Mudslide/,04-07-2011,2011,7
3732,07-05-2011,,,United States,US,Pennsylvania,27126,Plum,7.45648,,40.5243,-79.6673,"(40.524299999999997, -79.667299999999997)",Landslide,Mudslide,Small,Rain,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_745225.html,05-07-2011,2011,7
3733,07-05-2011,02:30:00,,United States,US,Utah,15523,Highland,9.18061,,40.4538,-111.6621,"(40.453800000000001, -111.6621)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.ksl.com/?nid=148&sid=16254431&autostart=y,05-07-2011,2011,7
3736,07-06-2011,,,Dominican Republic,DO,Distrito Nacional,2201941,Santo Domingo,0.55721,,18.5,-69.9833,"(18.5, -69.9833)",Landslide,Landslide,Medium,Downpour,,,1,,http://www.google.com/hostednews/ap/article/ALeqM5jKexw046ZtYaNWiMsOVfydb2LttA?docId=1ef9771813d64e66919fb5a9e3633a52,06-07-2011,2011,7
3743,07-07-2011,,,United States,US,Colorado,3887,Silverthorne,2.66276,,39.631,-106.0433,"(39.631, -106.0433)",Landslide,Landslide,Small,Rain,,,0,,http://www.summitdaily.com/article/20110714/NEWS/110719910/1078&ParentProfile=1055,07-07-2011,2011,7
3744,07-07-2011,,,United States,US,Wyoming,17444,Sheridan,6.32702,,44.7448,-106.9249,"(44.744799999999998, -106.92489999999999)",Landslide,Landslide,Medium,Rain,,,0,,http://www.buffalobulletin.com/articles/2011/07/13/news/local_news/doc4e1dc52c96a19490307621.txt,07-07-2011,2011,7
3755,07-09-2011,,,United States,US,Wyoming,17444,Sheridan,0.00178,,44.7972,-106.9562,"(44.797199999999997, -106.9562)",Landslide,Landslide,Medium,Rain,,,0,,http://www.newstimes.com/news/article/Landslides-lead-to-detours-on-westbound-I-90-1459351.php,09-07-2011,2011,7
3758,07-10-2011,,,United States,US,Arizona,43888,Sierra Vista,12.28777,,31.4891,-110.4081,"(31.489100000000001, -110.4081)",Landslide,Debris flow,Medium,Downpour,,,0,,http://www.azein.gov/azein/Lists/Announcements/DispForm.aspx?ID=1947,10-07-2011,2011,7
3761,07-11-2011,,,United States,US,Arizona,43888,Sierra Vista,9.92245,,31.4733,-110.3475,"(31.473299999999998, -110.3475)",Landslide,Landslide,Large,Downpour,,,0,,http://sierravista-fthuachuca.kold.com/news/hereford-home-survives-wildfire-cant-avoid-mudslide/54678,11-07-2011,2011,7
3762,07-12-2011,,,Costa Rica,CR,Alajuela,4185,Upala,0.70048,,10.8916,-85.0141,"(10.8916, -85.014099999999999)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.ticotimes.net/Current-Edition/News-Briefs/Upala-on-yellow-alert-after-earthquake-heavy-rains_Wednesday-July-13-2011,12-07-2011,2011,7
3765,07-12-2011,Evening,,United States,US,Colorado,1451,Paonia,7.50275,,38.9249,-107.5447,"(38.924900000000001, -107.54470000000001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.deltacountyindependent.com/news/top-stories/22454-mudslide-shuts-off-fire-mountain-canal.html,12-07-2011,2011,7
3766,07-12-2011,Evening,,United States,US,Colorado,1451,Paonia,0.01994,,38.8685,-107.592,"(38.868499999999997, -107.592)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.deltacountyindependent.com/news/top-stories/22454-mudslide-shuts-off-fire-mountain-canal.html,12-07-2011,2011,7
3767,07-12-2011,,,United States,US,Arizona,4885,Eagar,52.11489,,33.6423,-109.3279,"(33.642299999999999, -109.3279)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.kold.com/story/15068407/road-to-white-mountains-closed-due-to-mudslide,12-07-2011,2011,7
3771,7/13/11,Evening,,United States,US,Colorado,97385,Boulder,9.47622,,40.0505,-105.3715,"(40.0505, -105.3715)",Landslide,Debris flow,Medium,Downpour,,,0,,http://www.thedenverchannel.com/news/28540770/detail.html,13-07-2011,2011,7
3774,7/14/11,,,United States,US,Colorado,97385,Boulder,10.4223,,40.0018,-105.3914,"(40.001800000000003, -105.3914)",Landslide,Rockfall,Medium,Downpour,,,0,,http://www.kktv.com/home/headlines/Rock_Slide_in_Boulder-Area__125599983.html,14-07-2011,2011,7
3784,7/15/11,,,United States,US,Arizona,14797,Sierra Vista Southeast,12.52763,,31.3456,-110.2541,"(31.345600000000001, -110.25409999999999)",Landslide,Debris flow,Medium,Rain,,,0,,http://www.willcoxrangenews.com/articles/2011/07/20/news/news19.txt,15-07-2011,2011,7
3795,7/17/11,,,Mexico,MX,Oaxaca,73648,Salina Cruz,0.7834,,16.1863,-95.1924,"(16.186299999999999, -95.192400000000006)",Landslide,Mudslide,Medium,Downpour,,,0,,http://latino.foxnews.com/latino/news/2011/07/18/3-die-180000-affected-by-rains-in-southern-mexico/,17-07-2011,2011,7
3796,7/17/11,,,Mexico,MX,Oaxaca,3294,San José Chiltepec,0.28905,,17.9484,-96.1674,"(17.948399999999999, -96.167400000000001)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.thenews.com.pk/NewsDetail.aspx?ID=18895&title=Intense-rains-in-Mexico-affect-thousands,17-07-2011,2011,7
3797,7/17/11,,,Mexico,MX,Oaxaca,1019,Paso Real de Sarabia,9.56829,,17,-95,"(17, -95)",Landslide,Mudslide,Medium,Downpour,,,2,,http://www.thenews.com.pk/NewsDetail.aspx?ID=18895&title=Intense-rains-in-Mexico-affect-thousands,17-07-2011,2011,7
3799,7/18/11,Night,,United States,US,Colorado,1320,Mountain Village,1.82803,,37.9478,-107.8548,"(37.947800000000001, -107.8548)",Landslide,Landslide,Small,Rain,,,0,,http://www.telluridenews.com/articles/2011/07/19/news/doc4e262c6ada25b521708498.txt,18-07-2011,2011,7
3800,7/18/11,,,United States,US,Colorado,9614,Glenwood Springs,5.78301,,39.5015,-107.3021,"(39.5015, -107.3021)",Landslide,Mudslide,Small,Rain,,,0,,http://www.postindependent.com/article/20110801/VALLEYNEWS/110809993/1083&ParentProfile=1074,18-07-2011,2011,7
3801,7/18/11,,,United States,US,Pennsylvania,3165,Homestead,2.96418,,40.4243,-79.9373,"(40.424300000000002, -79.937299999999993)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.post-gazette.com/pg/11199/1161279-100.stm,18-07-2011,2011,7
3802,7/18/11,,,United States,US,Ohio,1411,New California,5.63505,,40.1793,-83.1777,"(40.179299999999998, -83.177700000000002)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.wkyt.com/news/headlines/Flooding_causes_problems__125880618.html,18-07-2011,2011,7
3811,7/19/11,19:00:00,,United States,US,Kentucky,441,Campton,12.29943,,37.775,-83.6772,"(37.774999999999999, -83.677199999999999)",Landslide,Landslide,Small,Downpour,,,0,,http://www.lex18.com/news/mudslide-shuts-down-highway-near-natural-bridge,19-07-2011,2011,7
3812,7/19/11,,,United States,US,Colorado,6447,Avon,2.35855,,39.6492,-106.5372,"(39.6492, -106.5372)",Landslide,Landslide,Small,Rain,,,0,,http://www.vaildaily.com/article/20110719/NEWS/110729988/1078&ParentProfile=1062,19-07-2011,2011,7
3825,7/21/11,,,United States,US,Florida,2768,Williston,3.75018,,29.3879,-82.4854,"(29.387899999999998, -82.485399999999998)",Landslide,Landslide,Medium,Rain,,,0,,http://www.carrollconews.com/story/1748404.html,21-07-2011,2011,7
3826,7/21/11,Morning,,United States,US,Kentucky,4456,Hazard,8.30475,,37.2101,-83.1137,"(37.210099999999997, -83.113699999999994)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.lex18.com/news/heavy-rain-causes-mudslide-that-closes-perry-county-road,21-07-2011,2011,7
3832,7/22/11,,,Mexico,MX,Chiapas,1005,Nueva Libertad,7.93996,,16.1514,-92.7704,"(16.151399999999999, -92.770399999999995)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dora,,0,,http://www.china.org.cn/environment/2011-07/22/content_23044018.htm,22-07-2011,2011,7
3833,7/22/11,,,Mexico,MX,Colima,127235,Colima,0.36051,,19.2444,-103.7244,"(19.244399999999999, -103.7244)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dora,,0,,,22-07-2011,2011,7
3834,7/22/11,,,Mexico,MX,Guerrero,165250,Chilpancingo de los Bravos,6.8095,,17.4974,-99.538,"(17.497399999999999, -99.537999999999997)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dora,,0,,,22-07-2011,2011,7
3835,7/22/11,,,Mexico,MX,Michoacán,2817,Jarácuaro,3.36905,,19.5805,-101.7023,"(19.580500000000001, -101.70229999999999)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dora,,0,,,22-07-2011,2011,7
3836,7/22/11,,,Mexico,MX,Nayarit,6361,Puga,19.41353,,21.7595,-104.8334,"(21.759499999999999, -104.8334)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dora,,0,,,22-07-2011,2011,7
3842,7/25/11,,,United States,US,Colorado,629,San Luis,25.38161,,37.4288,-105.447,"(37.428800000000003, -105.447)",Landslide,Landslide,Small,Rain,,,0,,http://www.chieftain.com/news/local/u-s-at-fort-garland-reopens-after-mudslide/article_81b8cfa2-b723-11e0-84dd-001cc4c03286.html,25-07-2011,2011,7
3852,7/27/11,,,United States,US,New Mexico,1297,Hurley,17.95414,,32.6209,-107.9645,"(32.620899999999999, -107.9645)",Landslide,Debris flow,Small,Downpour,,,0,,http://www.youtube.com/watch?v=XvknaGRbBFg,27-07-2011,2011,7
3865,7/30/11,,,United States,US,Colorado,3801,El Jebel,4.90954,,39.4274,-107.1291,"(39.427399999999999, -107.12909999999999)",Landslide,Mudslide,Small,Rain,,,0,,,30-07-2011,2011,7
3866,7/30/11,,,United States,US,Colorado,9614,Glenwood Springs,10.57117,,39.4977,-107.2225,"(39.497700000000002, -107.2225)",Landslide,Mudslide,Small,Rain,,,0,,,30-07-2011,2011,7
3867,7/30/11,,,United States,US,Colorado,9172,Rifle,1.11647,,39.5256,-107.7776,"(39.525599999999997, -107.77760000000001)",Landslide,Mudslide,Small,Rain,,,0,,http://www.postindependent.com/article/20110808/VALLEYNEWS/110809897/1083&ParentProfile=1074,30-07-2011,2011,7
3870,08-01-2011,,,United States,US,Pennsylvania,3263,Wellsboro,0.17013,,41.7497,-77.299,"(41.749699999999997, -77.299000000000007)",Landslide,Mudslide,Small,Rain,,,0,,http://valley.newhavenindependent.org/index.php/archives/entry/ansonia_and_derby_deal_with_storm_damage,01-08-2011,2011,8
3878,08-03-2011,,,United States,US,Colorado,637,Silverton,0.01766,,37.8121,-107.6645,"(37.812100000000001, -107.6645)",Landslide,Mudslide,Medium,Rain,,,0,,http://durangoherald.com/article/20110806/NEWS01/708059881/-1/s,03-08-2011,2011,8
3883,08-05-2011,,,United States,US,Tennessee,3944,Gatlinburg,1.01331,,35.7108,-83.4998,"(35.710799999999999, -83.499799999999993)",Landslide,Landslide,Small,Downpour,,,0,,http://www.knoxnews.com/news/2011/aug/05/smokies-trail-closed-because-of-landslides/,05-08-2011,2011,8
3901,08-08-2011,10:00:00,,United States,US,Tennessee,34681,Columbia,0.72461,,35.6216,-87.0355,"(35.621600000000001, -87.035499999999999)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.local12.com/news/local/story/Columbia-Parkway-Reopens-After-Mudslide/PQcu1B-nyEyWn61T2d2q2g.cspx,08-08-2011,2011,8
3911,08-11-2011,,,United States,US,Pennsylvania,2541,Imperial,7.26376,,40.498,-80.302,"(40.497999999999998, -80.302000000000007)",Landslide,Landslide,Small,Rain,,,0,,http://www.post-gazette.com/pg/11223/1166611-57.stm,11-08-2011,2011,8
3926,8/15/11,,,United States,US,New Jersey,4933,Highland Lake,5.27337,,41.1838,-74.5187,"(41.183799999999998, -74.518699999999995)",Landslide,Landslide,Small,Downpour,,,0,,http://www.myfoxny.com/dpp/news/flooding-and-landslide-in-new-jersey-20110815,15-08-2011,2011,8
3957,09-01-2011,06:45:00,,Bermuda,BM,Hamilton city,902,Hamilton,1.54715,,32.2815,-64.7785,"(32.281500000000001, -64.778499999999994)",Landslide,Landslide,Small,Rain,,,0,,http://www.royalgazette.com/article/20110902/NEWS/709029935,01-09-2011,2011,9
3960,09-01-2011,,,United States,US,New York,10082,Inwood,1.91324,,40.8826,-73.9227,"(40.882599999999996, -73.922700000000006)",Landslide,Mudslide,Small,Rain,,,0,,http://blogs.wsj.com/metropolis/2011/09/01/mudslides-force-evacuation-of-a-bronx-architectural-icon/?mod=google_news_blog,01-09-2011,2011,9
3966,09-08-2011,,,United States,US,New Jersey,2681,Belvidere,0.07578,,40.8305,-75.0776,"(40.830500000000001, -75.077600000000004)",Landslide,Mudslide,Small,Rain,,,0,,http://www.channel6newsonline.com/2011/09/mudslide-in-belvidere-nj-leads-to-house-collapse/,08-09-2011,2011,9
3967,09-08-2011,,,United States,US,New Jersey,15311,Warren Township,3.64818,,40.6383,-74.5007,"(40.638300000000001, -74.500699999999995)",Landslide,Landslide,Medium,Rain,,,0,,http://www.nj.com/news/index.ssf/2011/09/mudslide_destroys_warren_count.html,08-09-2011,2011,9
3981,9/20/11,15:00,,Guatemala,GT,Huehuetenango,14100,Barillas,0.45507,,15.8076,-91.3148,"(15.807600000000001, -91.314800000000005)",Landslide,Landslide,Large,Rain,,,15,BNO News,http://wireupdate.com/news/three-children-found-dead-ten-others-missing-after-landslide-in-guatemala.html,20-09-2011,2011,9
3985,9/25/11,,,Costa Rica,CR,San José,34877,San Isidro,21.67452,,9.251,-83.8591,"(9.2509999999999994, -83.859099999999998)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.insidecostarica.com/dailynews/2011/september/27/costarica11092701.htm,25-09-2011,2011,9
3988,9/26/11,,,Honduras,HN,Francisco Morazán ,850848,Tegucigalpa,1.23639,,14.0865,-87.2172,"(14.086499999999999, -87.217200000000005)",Landslide,Landslide,Medium,Downpour,,,2,,http://english.peopledaily.com.cn/90777/90852/7610171.html,26-09-2011,2011,9
3993,9/27/11,,SA,Colombia,CO,Antioquia,1999979,Medellín,1.73101,,6.2433,-75.5767,"(6.2432999999999996, -75.576700000000002)",Landslide,Landslide,Medium,Downpour,,,6,,http://english.cri.cn/6966/2011/09/28/2821s660351.htm,27-09-2011,2011,9
4005,10-07-2011,Morning,SA,Colombia,CO,Valle del Cauca,240387,Buenaventura,20.25692,,3.8581,-76.8501,"(3.8580999999999999, -76.850099999999998)",Landslide,Landslide,Large,Downpour,,,3,,http://colombiareports.com/colombia-news/news/19508-3-dead-5-missing-in-landslide.html,07-10-2011,2011,10
4006,10-08-2011,05:00:00,,United States,US,Utah,28857,Cedar City,7.5224,,37.6536,-112.9821,"(37.653599999999997, -112.9821)",Landslide,Landslide,Large,Rain,,0,0,,http://www.deseretnews.com/article/705392154/Landslide-closes-state-Route-14-in-Iron-County.html,08-10-2011,2011,10
4008,10-10-2011,,,El Salvador,SV,San Salvador,112158,Apopa,3.01739,,13.7874,-89.16,"(13.7874, -89.16)",Landslide,Landslide,Very_large,Downpour,,,32,,http://www.utsandiego.com/news/2011/oct/17/heavy-rains-kill-at-least-84-in-central-america/,10-10-2011,2011,10
4009,10-12-2011,,,Mexico,MX,Jalisco,16520,Cihuatlán,0.08269,,19.2372,-104.5656,"(19.237200000000001, -104.5656)",Landslide,Landslide,Medium,Downpour,,,2,,http://photos.denverpost.com/2011/10/12/photos-hurricane-jova-hits-mexican-coast-kills-2/,12-10-2011,2011,10
4014,10/15/11,,SA,Colombia,CO,Antioquia,16225,Ciudad Bolívar,24.48479,,5.92,-76.2363,"(5.92, -76.2363)",Landslide,Landslide,Medium,Downpour,,,5,,http://latino.foxnews.com/latino/news/2011/10/17/missing-in-colombia-rains/,15-10-2011,2011,10
4029,10/25/11,09:30:00,,Trinidad and Tobago,TT,San Juan/Laventille,157258,Laventille,0.38521,,10.6487,-61.4954,"(10.6487, -61.495399999999997)",Landslide,Landslide,Medium,Downpour,,,0,,"http://www.newsday.co.tt/news/0,149596.html",25-10-2011,2011,10
4031,10/31/11,,,Costa Rica,CR,Cartago,6784,Cot,9.63616,Natural slope,9.9792,-83.8525,"(9.9792000000000005, -83.852500000000006)",Landslide,Landslide,Medium,Downpour,,,0,Inside Costa Rica,http://www.insidecostarica.com/dailynews/2011/october/31/costarica11103102.htm,31-10-2011,2011,10
4032,10/31/11,06:00:00,,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,11.75674,,10.7539,-61.4407,"(10.7539, -61.4407)",Landslide,Landslide,Medium,Downpour,,,0,,"http://www.theborneopost.com/2011/10/27/landslide-and-flood-alert-in-selangau/#ixzz2AnQCH4eIhttp://www.newsday.co.tt/news/0,149837.html",31-10-2011,2011,10
4036,11-04-2011,Night,SA,Colombia,CO,Quindío,62170,Calarcá,1.35196,,4.5374,-75.6502,"(4.5373999999999999, -75.650199999999998)",Landslide,Landslide,Large,Downpour,,,4,,http://colombiareports.com/colombia-news/news/20233-landsides-kills-6-in-colombias-coffee-region.html,04-11-2011,2011,11
4037,11-04-2011,Night,SA,Colombia,CO,Caldas,357814,Manizales,0.64094,,5.0742,-75.5197,"(5.0742000000000003, -75.5197)",Landslide,Landslide,Very_large,Downpour,,,48,,http://colombiareports.com/colombia-news/news/20233-landsides-kills-6-in-colombias-coffee-region.html,04-11-2011,2011,11
4049,11/17/11,,SA,Colombia,CO,Tolima,9309,Cajamarca,8.56086,,4.4183,-75.5003,"(4.4183000000000003, -75.500299999999996)",Landslide,Mudslide,Medium,Downpour,,,0,,http://latino.foxnews.com/latino/news/2011/11/18/colombia-mudslide-drags-bus-with-17-aboard-down-road-into-ditch/,17-11-2011,2011,11
4051,11/18/11,,,Dominican Republic,DO,La Vega,29481,Constanza,0.52969,,18.9045,-70.744,"(18.904499999999999, -70.744)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.dominicantoday.com/dr/local/2011/11/18/41684/Mudslides-halt-traffic-to-Constanza,18-11-2011,2011,11
4057,11/22/11,,,United States,US,Pennsylvania,5012,Kutztown,0.74333,,40.5238,-75.7796,"(40.523800000000001, -75.779600000000002)",Landslide,Landslide,Medium,Rain,,,0,,http://readingeagle.com/article.aspx?id=347801,22-11-2011,2011,11
4064,11/24/11,,SA,Colombia,CO,Tolima,9309,Cajamarca,7.87303,,4.4376,-75.4976,"(4.4375999999999998, -75.497600000000006)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.laht.com/article.asp?ArticleId=447629&CategoryId=12393,24-11-2011,2011,11
4071,11/29/11,,SA,Colombia,CO,Cundinamarca,54421,Funza,9.23778,,4.678,-74.138,"(4.6779999999999999, -74.138000000000005)",Landslide,Landslide,Medium,Downpour,,,3,,http://colombiareports.com/colombia-news/news/20761-family-killed-by-landslide-following-heavy-rains.html,29-11-2011,2011,11
4072,11/30/11,04:30:00,,United States,US,Alabama,14770,Scottsboro,0.64281,,34.6781,-86.0343,"(34.678100000000001, -86.034300000000002)",Landslide,Landslide,Medium,Downpour,,,0,,http://thedailysentinel.com/news/article_01e21378-1b60-11e1-9234-001cc4c03286.html,30-11-2011,2011,11
4075,12-02-2011,,SA,Colombia,CO,Tolima,5640,Carmen de Apicalá,9.65157,,4.1798,-74.8008,"(4.1798000000000002, -74.800799999999995)",Landslide,Mudslide,Very_large,Downpour,,,7,,http://thecomingcrisis.blogspot.com/2011/12/landslide-crushes-kills-7-in-colombia.html,02-12-2011,2011,12
4077,12-02-2011,,,Trinidad and Tobago,TT,Penal/Debe,12281,"Peñal,",4.21321,,10.1359,-61.444,"(10.135899999999999, -61.444000000000003)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4078,12-02-2011,,,Trinidad and Tobago,TT,Point Fortin,19056,Point Fortin,22.47289,,10.0876,-61.8642,"(10.0876, -61.864199999999997)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4079,12-02-2011,,,Trinidad and Tobago,TT,Couva-Tabaquite-Talparo,3314,Tabaquite,8.55164,,10.4089,-61.3723,"(10.408899999999999, -61.372300000000003)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4080,12-02-2011,,,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,5.73985,,10.7142,-61.5838,"(10.7142, -61.583799999999997)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4081,12-02-2011,,,Trinidad and Tobago,TT,Sangre Grande,15968,Sangre Grande,2.00931,,10.5896,-61.1339,"(10.589600000000001, -61.133899999999997)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4082,12-02-2011,,,Trinidad and Tobago,TT,Couva-Tabaquite-Talparo,3314,Tabaquite,0.61975,,10.3828,-61.2984,"(10.3828, -61.298400000000001)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4083,12-02-2011,,,Trinidad and Tobago,TT,Borough of Arima,35000,Arima,13.34116,,10.5133,-61.2714,"(10.513299999999999, -61.2714)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.newsday.co.tt/news/0,151700.html",02-12-2011,2011,12
4085,12-04-2011,03:00:00,,Trinidad and Tobago,TT,Sangre Grande,15968,Sangre Grande,30.29383,,10.8313,-60.9991,"(10.831300000000001, -60.999099999999999)",Landslide,Mudslide,Medium,Downpour,,,1,,http://www.trinidadexpress.com/news/___Man_dies_in_landslide_after_saving_relatives_-135006928.html,04-12-2011,2011,12
4087,12-06-2011,,SA,Venezuela,VE,Distrito Federal,3000000,Caracas,2.55507,,10.4919,-66.9022,"(10.491899999999999, -66.902199999999993)",Landslide,Landslide,Very_large,Downpour,,,2,,http://presstv.com/detail/214520.html,06-12-2011,2011,12
4088,12-07-2011,,SA,Colombia,CO,Santander,1310,Los Santos,12.61362,,7.2022,-72.9835,"(7.2022000000000004, -72.983500000000006)",Landslide,Mudslide,Medium,Downpour,,,2,,http://colombiareports.com/colombia-news/news/20963-trapped-bus-passengers-die-in-north-east-colombia.html,07-12-2011,2011,12
4089,12-08-2011,,SA,Colombia,CO,Cundinamarca,313945,Soacha,5.1765,,4.6176,-74.1899,"(4.6176000000000004, -74.189899999999994)",Landslide,Mudslide,Medium,Downpour,,,6,,http://cnsnews.com/news/article/mudslide-collapses-bus-colombia-6-dead,08-12-2011,2011,12
4091,12/13/11,,SA,Colombia,CO,Cauca,8751,La Cruz,0.64469,,1.6056,-76.9742,"(1.6055999999999999, -76.974199999999996)",Landslide,Landslide,Medium,Downpour,,,1,,http://www.iol.co.za/dailynews/news/16-missing-after-mudslide-in-colombia-1.1197978#.UKenfOQ81s4,13-12-2011,2011,12
4094,12/15/11,,SA,Colombia,CO,Caldas,5976,Norcasia,16.94642,,5.4958,-75.0144,"(5.4958, -75.014399999999995)",Landslide,Landslide,Large,Downpour,,,5,,http://news.msn.co.nz/worldnews/8391542/colombia-mudslide-leaves-five-dead,15-12-2011,2011,12
4095,12/15/11,,SA,Colombia,CO,Nariño,2394,San Lorenzo,0.37809,,1.507,-77.2223,"(1.5069999999999999, -77.222300000000004)",Landslide,Landslide,Large,Downpour,,,9,,http://news.msn.co.nz/worldnews/8391542/colombia-mudslide-leaves-five-dead,15-12-2011,2011,12
4096,12/16/11,,SA,Colombia,CO,Magdalena,431781,Santa Marta,0.79694,,11.2475,-74.2017,"(11.2475, -74.201700000000002)",Landslide,Landslide,Large,Downpour,,,1,,http://colombiareports.com/colombia-news/news/21092-santos-calls-on-colombians-to-heed-evacuation-warnings.html,16-12-2011,2011,12
4097,12/16/11,,SA,Colombia,CO,Caldas,9327,Aranzazu,2.53047,,5.2505,-75.5001,"(5.2504999999999997, -75.500100000000003)",Landslide,Landslide,Large,Downpour,,,9,,http://colombiareports.com/colombia-news/news/21092-santos-calls-on-colombians-to-heed-evacuation-warnings.html,16-12-2011,2011,12
4104,12/23/11,,SA,Colombia,CO,Risaralda,179583,Dos Quebradas,0.74201,,4.8349,-75.6621,"(4.8349000000000002, -75.662099999999995)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.reuters.com/article/2011/12/24/us-colombia-pipeline-idUSTRE7BN01O20111224,23-12-2011,2011,12
4105,12/23/11,00:00:00,,United States,US,Pennsylvania,2449,Emsworth,0.79265,,40.5172,-80.0941,"(40.517200000000003, -80.094099999999997)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wpxi.com/news/news/landslide-debris-causes-gas-leak-in-kilbuck-twp/nGp5Z/,23-12-2011,2011,12
4106,12/23/11,,,United States,US,Kentucky,5338,Dayton,1.43697,,39.1251,-84.4674,"(39.125100000000003, -84.467399999999998)",Landslide,Landslide,Small,Downpour,,,0,,http://news.cincinnati.com/article/20111231/NEWS/312310033/Columbia-landslides-costly?odyssey=tab%7Ctopnews%7Ctext%7C,23-12-2011,2011,12
4108,12/25/11,,,Trinidad and Tobago,TT,Tunapuna/Piarco,15067,Paradise,16.73194,,10.7901,-61.2984,"(10.790100000000001, -61.298400000000001)",Landslide,Landslide,Large,Downpour,,,0,,http://www.guardian.co.tt/news/thursday-december-29-2011/blanchisseuse-residents-cut-road-collapses,25-12-2011,2011,12
